customer_ID,plan
10012418,0013012
10019448,2133112
10147491,1012022
10019445,1033012
10019444,2112012
10012411,1033022
10019446,0012012
10012417,0132112
10012415,2112112
10011691,1112011
10093562,0033012
10093563,1133112
10011694,0032012
10148760,2013022
10011697,0012012
10011698,1133112
10093569,0012012
10097670,1033012
10006879,1012111
10097674,1033112
10139997,2033022
10097678,0033012
10006871,1033012
10059135,1012012
10059134,2133022
10006877,2032112
10072756,1112112
10022626,1133112
10022625,0033124
10022622,1133122
10072750,1132112
10072751,1132022
10139992,0012002
10019447,0133112
10022629,0033012
10022628,1132112
10122637,2112112
10122636,2012022
10122635,0113112
10111798,1033114
10014403,1013012
10111796,0012012
10019441,1033012
10111795,1013012
10111791,0012004
10110642,0033022
10125948,0133112
10050200,1033014
10125940,0033012
10125942,0033102
10125943,0032114
10112445,0033012
10093561,1013111
10065200,2043012
10112448,0132124
10005523,0012004
10005521,0133002
10066628,2133112
10005527,0133112
10005525,0112121
10134530,2032022
10005528,1133112
10111864,0132012
10111865,0133112
10111863,0012012
10130846,1133012
10003969,0133112
10003968,0012012
10136928,0133112
10018319,0032014
10003963,0012111
10003965,1033012
10003964,1133114
10003966,0042012
10010121,1133112
10010120,1133114
10010125,0112012
10010124,2012012
10138197,0012012
10138196,0012011
10023570,2033012
10129620,0013012
10023574,1032011
10080672,2012022
10023576,1132012
10028548,0112112
10028549,2033012
10033484,2013112
10059138,1132012
10125360,0012012
10028541,2132112
10028542,1112112
10125363,0133002
10098577,1133112
10125365,0032112
10028547,0133112
10120709,0033012
10045229,1132112
10063816,0112112
10080677,1033012
10120701,1133012
10063815,1133112
10120703,1112112
10063814,1033012
10113809,1033022
10086751,0013012
10069877,1012012
10086753,2132112
10135479,2133112
10086757,1033122
10113796,2012022
10096234,0032012
10113790,1012012
10113791,1033112
10074349,0033014
10059130,0133012
10074342,1133112
10074340,0032012
10128285,1132112
10128287,1132112
10079400,0033024
10068465,0112112
10068463,2033022
10068462,1033012
10068461,2033012
10017692,1012022
10069756,1033012
10020334,2033012
10078874,2133112
10078876,1033112
10078879,1033112
10078878,2112112
10017698,0012012
10113428,0132112
10090405,1133022
10020331,2132012
10113422,2032011
10031299,1033111
10113426,0012011
10072754,0032011
10113424,1033022
10069753,0033112
10049948,2033012
10126537,0112112
10069750,1133112
10152247,1033111
10057095,1032112
10149964,0012014
10082862,1033012
10149966,0133112
10049945,0132112
10049944,0012002
10049947,0012012
10049946,2032021
10003039,1133124
10003038,1133112
10090709,2033022
10127134,1032011
10150329,1032024
10083709,1133112
10131265,1012122
10132123,1032012
10132120,1033012
10083701,0033012
10014927,2132012
10014926,0133112
10014921,1033111
10014920,0133112
10087084,0012012
10014922,1133114
10045917,1133012
10045912,0012014
10045910,1033122
10069332,0012011
10074403,0033022
10037254,0012002
10037255,1032112
10037256,0013011
10069337,0133112
10069338,2133122
10069339,0033012
10089532,2033112
10124709,1133122
10124708,0112122
10122631,2033022
10081708,1033021
10081707,0132112
10081706,2133112
10124703,0133112
10124702,0132112
10081703,1033011
10124325,0033014
10081701,2132112
10124706,1133112
10124324,1012012
10111797,2033022
10118270,0112111
10118271,0033011
10118274,1132112
10150053,2032012
10034501,0132002
10117022,2113122
10084063,0133022
10034504,2032111
10034506,0033112
10034509,2032012
10084068,1033122
10124320,0033001
10089283,2033022
10089281,0133012
10130848,0032012
10089284,1133022
10126706,1132122
10089289,0012012
10126703,0012012
10126701,2012021
10079172,1133112
10117024,2033022
10077068,1033122
10105454,2012012
10077065,2012021
10105457,2133012
10105450,1133124
10077062,0013112
10150058,2033022
10118776,0132112
10079408,0112012
10107340,0033012
10140955,0033012
10107347,1033012
10035338,2133112
10103850,1133012
10079179,2112022
10103858,0133112
10047205,1033012
10047206,0012112
10066707,2133112
10047200,2133012
10012523,1033012
10019834,0012012
10061609,1132111
10019836,0012011
10019837,2032012
10019830,0033012
10039907,2033021
10019832,1033012
10019833,1133112
10120280,1033021
10120281,1133112
10120282,0133014
10039909,0033012
10019838,0033012
10120285,0112014
10091366,1033104
10120287,1033121
10085107,2012022
10078885,1033112
10026335,1112112
10036615,0133012
10026331,0133111
10036612,2033112
10036611,2032014
10112444,0133112
10025260,1033112
10036618,2133112
10101934,1112112
10059744,1133112
10101930,1112122
10132449,1133122
10048155,1133112
10077930,0032012
10077933,0133112
10106430,1012112
10048151,0032012
10077934,1133114
10077939,1133112
10077938,1133112
10048158,2133112
10140141,2143124
10004359,1133112
10004358,0133012
10076082,2013022
10076083,1032111
10104495,0132102
10076081,0133111
10004351,0132114
10004354,0012012
10103145,1133021
10108957,0012011
10075573,1113014
10103141,2033012
10075578,0032014
10141106,1012012
10099008,0133114
10039277,0132002
10039279,0013012
10099005,2112011
10143595,0133112
10027062,2032112
10027063,1112112
10027060,0132112
10027061,1133112
10020596,2133114
10020595,2133112
10100047,1133112
10025517,0032012
10025510,1133112
10025512,2032022
10020598,0012004
10109012,2112112
10099003,2133112
10109016,0033112
10109017,0012012
10109019,1033111
10134469,0032012
10134468,1033112
10049201,0112011
10134464,2033112
10134467,1133121
10134460,0032112
10134463,0012012
10134462,0012002
10032612,2033111
10032611,1133112
10032610,1113122
10108941,0012012
10108940,2112012
10032614,0032012
10074628,2143021
10074620,1112112
10074625,1133114
10074626,2113112
10030619,2012022
10055934,0012012
10055936,0112112
10055933,2033024
10030611,0012012
10146440,1133111
10030616,2112021
10071052,0133112
10071053,1013012
10012400,2033022
10091368,2033022
10102434,0032012
10120370,1032012
10102430,0112012
10142560,1133022
10142562,2133122
10142564,2033012
10142567,2013112
10142569,0033112
10054083,2133111
10145688,0032012
10018314,1033112
10003086,1133122
10080102,0132112
10003087,2133124
10018312,1132112
10032281,1133111
10054084,0012011
10135736,0033002
10010385,1133112
10135733,2133112
10135730,0033012
10020042,1033022
10152147,0133122
10068148,1133112
10068149,2012112
10141140,2012012
10147881,0133112
10137336,0033012
10141145,2132122
10068141,0013012
10068143,0133011
10068144,2133112
10068146,2112112
10068147,2033012
10110229,0033112
10024747,2033022
10108055,0032002
10108052,0033112
10024740,0133111
10024741,2013111
10110222,0032114
10110227,1133112
10101160,1033012
10101161,1033012
10101162,2012111
10101163,1012022
10101164,1133112
10101172,2133111
10106399,1112012
10106396,2133111
10138739,2133112
10106394,1112012
10106395,0032011
10106392,1132124
10106393,0033112
10106390,1012011
10106391,0033012
10099857,0133112
10099852,1012012
10099853,0013112
10116977,2033012
10065674,1033112
10065677,1133012
10065676,1012122
10139929,0133012
10065673,1033022
10144661,1033112
10138736,2112112
10051898,1133122
10048095,1132122
10051896,1033012
10138731,1033021
10138730,1033112
10070015,0132111
10048097,1133112
10005312,0012112
10070011,0032112
10085309,1132112
10138732,1133112
10070019,2012022
10070018,0132112
10150465,2133112
10150460,1133112
10150469,2033112
10066098,0112112
10066099,0032012
10061124,0032014
10066094,2133122
10151591,0133112
10051765,1032022
10140231,1133122
10140230,0033022
10027800,1133112
10015527,1133112
10027803,1132112
10026506,0012012
10015528,1033011
10015529,0012014
10129624,2133112
10057397,2012012
10119138,0112112
10114500,2033112
10057390,2113112
10057399,0133112
10057398,0013001
10141994,0132012
10141997,0012012
10066329,0132112
10066324,2132012
10141996,0012012
10066321,1013012
10122911,1133112
10022359,0012012
10022358,0032011
10022356,0012002
10022354,0012001
10022352,1133021
10146546,1133112
10022350,0033002
10077549,2133111
10120809,0033004
10125361,0033012
10077542,2032012
10077543,2012011
10077544,1133112
10125362,1133012
10077546,0133112
10077547,2112122
10050387,0112112
10050381,2032112
10133914,1132112
10050382,0032012
10098815,1132112
10091045,1033011
10151333,2033012
10098811,0012014
10098810,2132112
10091044,2033022
10087387,1133112
10115301,0012011
10063317,1133112
10063310,0133112
10115304,1113122
10108104,1133112
10073091,0112112
10147319,1133122
10133087,2132111
10008821,0012001
10008820,0133012
10008823,0012012
10008822,1133111
10008825,2133121
10127675,1133112
10127676,0012002
10078221,0133111
10112920,0032002
10123131,0112111
10046808,1033112
10078223,0032002
10046800,1132112
10028380,1033111
10046805,2033022
10028387,0012012
10028384,2133112
10028385,1112022
10106077,1133112
10022978,0032111
10022973,2032012
10022972,1132012
10119812,1133112
10022977,2012022
10076343,1133112
10022974,0032011
10108850,1133112
10088912,0113012
10034064,1032014
10088833,0032012
10058573,1033021
10023003,0012012
10023004,0033012
10058577,1033012
10023006,1012014
10026079,1012022
10023009,0012012
10056514,2132122
10026075,1113012
10123571,0133002
10026070,2112112
10026071,0112002
10110555,2032012
10012899,2033112
10012896,0033012
10012895,1013111
10012894,0112114
10012892,0012002
10012891,0033012
10012890,0133112
10010003,0013012
10010004,1033012
10054603,0032004
10152308,0012011
10061951,0032021
10113228,0132014
10113229,2112022
10135472,0032012
10113220,0112111
10113221,0032022
10106640,0012012
10150320,2033021
10062958,1033012
10048323,1133112
10062955,1013012
10066949,2012012
10106643,2033022
10006681,1133112
10085573,2033012
10006684,1012112
10064357,1033112
10000902,0133112
10116366,0112012
10000901,0032004
10000906,1032012
10033591,0032012
10147593,2033022
10000909,1033012
10009882,0033111
10009883,2013012
10152369,2112012
10047295,2133112
10047294,2113112
10006534,2033021
10006537,2012011
10006536,1132112
10006539,1033112
10006538,1112112
10074348,0012022
10036511,2013022
10029163,1133112
10033599,2033012
10029167,1133112
10029169,0013012
10146544,1033012
10081119,0012022
10041053,2133022
10041052,2033021
10041050,2033012
10007482,2133114
10041056,0012002
10041055,0133112
10007481,0033012
10041059,1033112
10007489,0112112
10094402,1133111
10118078,2032012
10118079,0012011
10114970,0032111
10118076,1033112
10116369,2033022
10118070,2033022
10007645,0012012
10084262,1133112
10084261,0133112
10084260,1032022
10084267,0033112
10084264,0133112
10139572,1133122
10041589,1033012
10090516,0012112
10114977,0112121
10090512,1112112
10090513,1133112
10041581,0032112
10113917,0133112
10113914,0133112
10041582,1133111
10041585,0033012
10008590,0032012
10008593,0043012
10050603,1133022
10050604,0133112
10050607,0132014
10050608,0012012
10008598,1133111
10104349,2032012
10102378,0032002
10102379,0033012
10117213,1033012
10117215,1033012
10117218,0032014
10102373,0133112
10127244,0112122
10000274,0012012
10000276,2032022
10000270,0033014
10091955,0112002
10000272,0012012
10000273,0032011
10108735,0112012
10000279,2033012
10008047,1133111
10008046,0133012
10008045,0033011
10099330,2032022
10008043,2032022
10008042,2033012
10099335,1033012
10078870,0133112
