customer_ID,plan
10012418,0013004
10019448,1143121
10147491,1012022
10019445,1043022
10019444,1112022
10012411,1033022
10019446,0012002
10012417,1132122
10012415,1112121
10011691,1111021
10093562,0033002
10093563,1133122
10011694,1033021
10148760,2013022
10011697,0012002
10011698,1143122
10093569,0012002
10097670,1033024
10006879,1012121
10097674,1043102
10139997,2033022
10097678,1033022
10006871,1033022
10059135,1012021
10059134,2133022
10006877,1032122
10072756,1112121
10022626,1133101
10022625,1033124
10022622,1133122
10072750,1132121
10072751,1132022
10139992,0011002
10019447,0133124
10022629,1033002
10022628,1132122
10122637,2112122
10122636,2012024
10122635,1113122
10111798,1033124
10014403,1013024
10111796,0012002
10019441,1033004
10111795,1013021
10111791,0012004
10110642,0033022
10125948,1133122
10050200,1033004
10125940,0033022
10125942,0033102
10125943,1032124
10112445,1033002
10093561,1013101
10065200,2043004
10112448,0132124
10005523,0011004
10005521,0133002
10066628,1133124
10005527,1133124
10005525,1112121
10134530,2032021
10005528,1143122
10111864,0132022
10111865,1133122
10111863,1013022
10130846,1133022
10003969,1133122
10003968,0011004
10136928,1133124
10018319,0032004
10003963,1012101
10003965,1043002
10003964,1133124
10003966,0042002
10010121,1133122
10010120,1143124
10010125,0112002
10010124,2012021
10138197,0012001
10138196,0011001
10023570,1033022
10129620,0013004
10023574,1032021
10080672,2012022
10023576,1131024
10028548,1112122
10028549,1033002
10033484,2013122
10059138,1132021
10125360,0012002
10028541,2131122
10028542,1112122
10125363,0133002
10098577,1133122
10125365,1033104
10028547,0133122
10120709,1033002
10045229,1132122
10063816,1112122
10080677,1033024
10120701,1133022
10063815,1143102
10120703,1112122
10063814,1033002
10113809,1033022
10086751,1013022
10069877,1012021
10086753,1132122
10135479,2133122
10086757,1033122
10113796,2012022
10096234,1032022
10113790,1012024
10113791,1033122
10074349,0033004
10059130,0133004
10074342,1133122
10074340,0032002
10128285,1132102
10128287,1132124
10079400,0033024
10068465,1112121
10068463,1033024
10068462,1033002
10068461,2033022
10017692,1012024
10069756,1033002
10020334,2033024
10078874,2133102
10078876,1033102
10078879,1033124
10078878,1112121
10017698,1011022
10113428,1132122
10090405,1133022
10020331,1131024
10113422,2032001
10031299,1043101
10113426,0012001
10072754,0032001
10113424,1033024
10069753,1033102
10049948,2033002
10126537,1112122
10069750,1143104
10152247,1033101
10057095,1032121
10149964,0012004
10082862,1033002
10149966,1133102
10049945,1133121
10049944,0011002
10049947,0012002
10049946,2032021
10003039,1133124
10003038,1133102
10090709,1033022
10127134,1032021
10150329,1032024
10083709,1143122
10131265,1012121
10132123,1032024
10132120,1033022
10083701,1033022
10014927,2132022
10014926,1133102
10014921,1033121
10014920,1133124
10087084,0012002
10014922,1133124
10045917,1133022
10045912,0012004
10045910,1033124
10069332,0012021
10074403,1033022
10037254,0012004
10037255,1032122
10037256,1013021
10069337,1133122
10069338,2133122
10069339,0033002
10089532,1033122
10124709,1143122
10124708,1112122
10122631,2033022
10081708,1033021
10081707,1132122
10081706,2143102
10124703,1133124
10124702,1132124
10081703,1033021
10124325,0033004
10081701,1132122
10124706,1133122
10124324,1012022
10111797,1033022
10118270,1112121
10118271,1033021
10118274,1132122
10150053,2032022
10034501,0132001
10117022,2113124
10084063,0133022
10034504,2033121
10034506,1033122
10034509,2032022
10084068,1033122
10124320,0033001
10089283,2033024
10089281,1133022
10130848,0032002
10089284,1133022
10126706,1133122
10089289,1013022
10126703,0012001
10126701,2012021
10079172,1133122
10117024,1033022
10077068,1033122
10105454,2012022
10077065,1011021
10105457,1133022
10105450,1133124
10077062,1013124
10150058,1033022
10118776,1132102
10079408,1112022
10107340,0033022
10140955,1033022
10107347,1033022
10035338,1133104
10103850,1133024
10079179,1112024
10103858,1133122
10047205,1033022
10047206,1013121
10066707,2133102
10047200,1133022
10012523,1033022
10019834,0012002
10061609,1132121
10019836,1012021
10019837,2032001
10019830,1033022
10039907,2033021
10019832,1033021
10019833,1133102
10120280,1033021
10120281,1133122
10120282,0143004
10039909,0033001
10019838,1033002
10120285,0112004
10091366,1043104
10120287,1033121
10085107,1012022
10078885,1033122
10026335,1112122
10036615,1133022
10026331,1133121
10036612,1033102
10036611,1032004
10112444,1133124
10025260,1033122
10036618,2143122
10101934,1112122
10059744,1133124
10101930,1112124
10132449,1133124
10048155,1133122
10077930,0032002
10077933,1133124
10106430,1011121
10048151,1032002
10077934,1133124
10077939,1133124
10077938,1133122
10048158,2133124
10140141,1143124
10004359,1133124
10004358,0133022
10076082,1013022
10076083,1032121
10104495,1132104
10076081,1133101
10004351,1132124
10004354,1012021
10103145,1133021
10108957,0012001
10075573,1113024
10103141,2033022
10075578,0032004
10141106,1012021
10099008,1133124
10039277,0132001
10039279,0013002
10099005,2112021
10143595,1143124
10027062,1032102
10027063,1112122
10027060,1133101
10027061,1133124
10020596,2133124
10020595,2133121
10100047,1133124
10025517,1032002
10025510,1133122
10025512,2033022
10020598,0012004
10109012,1112122
10099003,1133122
10109016,1033102
10109017,0012002
10109019,1033121
10134469,1032021
10134468,1033104
10049201,0112001
10134464,2033102
10134467,1133121
10134460,1032101
10134463,0012002
10134462,0012002
10032612,1033121
10032611,1133102
10032610,1113122
10108941,0012002
10108940,2112022
10032614,0032002
10074628,1143021
10074620,1112122
10074625,1133124
10074626,2113122
10030619,1012024
10055934,0011001
10055936,1112122
10055933,2033024
10030611,1012022
10146440,1133121
10030616,1112021
10071052,1133122
10071053,1013021
10012400,1033021
10091368,1033022
10102434,0032001
10120370,1032022
10102430,0112002
10142560,1133022
10142562,2143124
10142564,1033021
10142567,2013122
10142569,1033122
10054083,2143101
10145688,0032002
10018314,1043122
10003086,1133124
10080102,1132102
10003087,2133124
10018312,1132121
10032281,1133121
10054084,0012001
10135736,0033002
10010385,1133122
10135733,2133122
10135730,1033022
10020042,1033024
10152147,1133122
10068148,1143122
10068149,2012121
10141140,2012022
10147881,1133124
10137336,0033002
10141145,2132122
10068141,0013002
10068143,0133001
10068144,2133102
10068146,2112124
10068147,2033022
10110229,1033124
10024747,2033022
10108055,0032002
10108052,1043124
10024740,1133121
10024741,1013101
10110222,1032124
10110227,1133122
10101160,1033002
10101161,1043024
10101162,2012101
10101163,1011021
10101164,1133102
10101172,1133121
10106399,1112022
10106396,2133121
10138739,2133121
10106394,1112022
10106395,0032001
10106392,1132124
10106393,1033102
10106390,1012021
10106391,1033024
10099857,1133122
10099852,1012021
10099853,1013124
10116977,2033022
10065674,1033124
10065677,1133022
10065676,1012122
10139929,0133002
10065673,1033024
10144661,1033102
10138736,2112124
10051898,1133124
